memory file = ../riscvn.mem
program counter = 0000000c(12)
stack address = 4096
debugtype = 3
ram[00000000]  = 00000417(32) ; 00000000 -> 00000417 
[BRANCH] 11de1263 : rs1 28(ff00ff0f), rs2 29(ff00ff0f), funct3 1, brimm 104
: pc -> 00000594(1428) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 00000578 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00ff0f : t4 -> ff00ff0f : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000594] -> 00000417
[INST] inst fetched from 00000594 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000598(1432) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 00000594 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00ff0f : t4 -> ff00ff0f : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000598] -> ff010337
[INST] inst fetched from 00000598 -> ff010337
[LUI] ff010337 : rd 6, upperimm ff010000
: pc -> 0000059c(1436) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff010000 : t2 -> ff0000ff : 
: s0 -> 00000594 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00ff0f : t4 -> ff00ff0f : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000059c] -> f0030313
[INST] inst fetched from 0000059c -> f0030313
[REGIMM] f0030313 : rd 6, rs1 6(ff010000), funct3 0, funct7 78, imm f00
: pc -> 000005a0(1440) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 00000594 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00ff0f : t4 -> ff00ff0f : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005a0] -> 80f37e13
[INST] inst fetched from 000005a0 -> 80f37e13
[REGIMM] 80f37e13 : rd 28, rs1 6(ff00ff00), funct3 7, funct7 40, imm 80f
: pc -> 000005a4(1444) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 00000594 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00f800 : t4 -> ff00ff0f : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005a4] -> ff010eb7
[INST] inst fetched from 000005a4 -> ff010eb7
[LUI] ff010eb7 : rd 29, upperimm ff010000
: pc -> 000005a8(1448) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 00000594 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00f800 : t4 -> ff010000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005a8] -> 800e8e93
[INST] inst fetched from 000005a8 -> 800e8e93
[REGIMM] 800e8e93 : rd 29, rs1 29(ff010000), funct3 0, funct7 40, imm 800
: pc -> 000005ac(1452) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 00000594 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00f800 : t4 -> ff00f800 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005ac] -> 0fde1463
[INST] inst fetched from 000005ac -> 0fde1463
[BRANCH] 0fde1463 : rs1 28(ff00f800), rs2 29(ff00f800), funct3 1, brimm e8
: pc -> 000005b0(1456) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 00000594 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00f800 : t4 -> ff00f800 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005b0] -> 00000417
[INST] inst fetched from 000005b0 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 000005b4(1460) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005b0 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00f800 : t4 -> ff00f800 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005b4] -> ff010337
[INST] inst fetched from 000005b4 -> ff010337
[LUI] ff010337 : rd 6, upperimm ff010000
: pc -> 000005b8(1464) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff010000 : t2 -> ff0000ff : 
: s0 -> 000005b0 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00f800 : t4 -> ff00f800 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005b8] -> f0030313
[INST] inst fetched from 000005b8 -> f0030313
[REGIMM] f0030313 : rd 6, rs1 6(ff010000), funct3 0, funct7 78, imm f00
: pc -> 000005bc(1468) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005b0 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00f800 : t4 -> ff00f800 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005bc] -> 70f37e13
[INST] inst fetched from 000005bc -> 70f37e13
[REGIMM] 70f37e13 : rd 28, rs1 6(ff00ff00), funct3 7, funct7 38, imm 70f
: pc -> 000005c0(1472) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005b0 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000700 : t4 -> ff00f800 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005c0] -> 70000e93
[INST] inst fetched from 000005c0 -> 70000e93
[REGIMM] 70000e93 : rd 29, rs1 0(00000000), funct3 0, funct7 38, imm 700
: pc -> 000005c4(1476) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005b0 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000700 : t4 -> 00000700 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005c4] -> 0dde1863
[INST] inst fetched from 000005c4 -> 0dde1863
[BRANCH] 0dde1863 : rs1 28(00000700), rs2 29(00000700), funct3 1, brimm d0
: pc -> 000005c8(1480) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005b0 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000700 : t4 -> 00000700 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005c8] -> 00000417
[INST] inst fetched from 000005c8 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 000005cc(1484) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005c8 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000700 : t4 -> 00000700 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005cc] -> ff010337
[INST] inst fetched from 000005cc -> ff010337
[LUI] ff010337 : rd 6, upperimm ff010000
: pc -> 000005d0(1488) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff010000 : t2 -> ff0000ff : 
: s0 -> 000005c8 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000700 : t4 -> 00000700 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005d0] -> f0030313
[INST] inst fetched from 000005d0 -> f0030313
[REGIMM] f0030313 : rd 6, rs1 6(ff010000), funct3 0, funct7 78, imm f00
: pc -> 000005d4(1492) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005c8 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000700 : t4 -> 00000700 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005d4] -> 80f34e13
[INST] inst fetched from 000005d4 -> 80f34e13
[REGIMM] 80f34e13 : rd 28, rs1 6(ff00ff00), funct3 4, funct7 40, imm 80f
: pc -> 000005d8(1496) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005c8 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00ff070f : t4 -> 00000700 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005d8] -> 00ff0eb7
[INST] inst fetched from 000005d8 -> 00ff0eb7
[LUI] 00ff0eb7 : rd 29, upperimm ff0000
: pc -> 000005dc(1500) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005c8 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00ff070f : t4 -> 00ff0000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005dc] -> 70fe8e93
[INST] inst fetched from 000005dc -> 70fe8e93
[REGIMM] 70fe8e93 : rd 29, rs1 29(00ff0000), funct3 0, funct7 38, imm 70f
: pc -> 000005e0(1504) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005c8 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00ff070f : t4 -> 00ff070f : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005e0] -> 0bde1a63
[INST] inst fetched from 000005e0 -> 0bde1a63
[BRANCH] 0bde1a63 : rs1 28(00ff070f), rs2 29(00ff070f), funct3 1, brimm b4
: pc -> 000005e4(1508) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005c8 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00ff070f : t4 -> 00ff070f : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005e4] -> 00000417
[INST] inst fetched from 000005e4 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 000005e8(1512) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005e4 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00ff070f : t4 -> 00ff070f : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005e8] -> ff010337
[INST] inst fetched from 000005e8 -> ff010337
[LUI] ff010337 : rd 6, upperimm ff010000
: pc -> 000005ec(1516) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff010000 : t2 -> ff0000ff : 
: s0 -> 000005e4 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00ff070f : t4 -> 00ff070f : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005ec] -> f0030313
[INST] inst fetched from 000005ec -> f0030313
[REGIMM] f0030313 : rd 6, rs1 6(ff010000), funct3 0, funct7 78, imm f00
: pc -> 000005f0(1520) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005e4 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00ff070f : t4 -> 00ff070f : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005f0] -> 70f34e13
[INST] inst fetched from 000005f0 -> 70f34e13
[REGIMM] 70f34e13 : rd 28, rs1 6(ff00ff00), funct3 4, funct7 38, imm 70f
: pc -> 000005f4(1524) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005e4 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00f80f : t4 -> 00ff070f : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005f4] -> ff010eb7
[INST] inst fetched from 000005f4 -> ff010eb7
[LUI] ff010eb7 : rd 29, upperimm ff010000
: pc -> 000005f8(1528) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005e4 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00f80f : t4 -> ff010000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005f8] -> 80fe8e93
[INST] inst fetched from 000005f8 -> 80fe8e93
[REGIMM] 80fe8e93 : rd 29, rs1 29(ff010000), funct3 0, funct7 40, imm 80f
: pc -> 000005fc(1532) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005e4 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00f80f : t4 -> ff00f80f : t5 -> 00000000 : t6 -> 00000000 : 
ram[000005fc] -> 09de1c63
[INST] inst fetched from 000005fc -> 09de1c63
[BRANCH] 09de1c63 : rs1 28(ff00f80f), rs2 29(ff00f80f), funct3 1, brimm 98
: pc -> 00000600(1536) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 000005e4 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00f80f : t4 -> ff00f80f : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000600] -> 00000417
[INST] inst fetched from 00000600 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000604(1540) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ff00ff00 : t2 -> ff0000ff : 
: s0 -> 00000600 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00f80f : t4 -> ff00f80f : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000604] -> fff00313
[INST] inst fetched from 00000604 -> fff00313
[REGIMM] fff00313 : rd 6, rs1 0(00000000), funct3 0, funct7 7f, imm fff
: pc -> 00000608(1544) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffffffff : t2 -> ff0000ff : 
: s0 -> 00000600 : s1 -> 0000ffec : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> ff00f80f : t4 -> ff00f80f : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000608] -> 00100393
[INST] inst fetched from 00000608 -> 00100393
[REGIMM] 00100393 : rd 7, rs1 0(00000000), funct3 0, funct7 0, imm 1
: pc -> 0000060c(1548) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffffffff : t2 -> 00000001 : 
